id	text	image_path	y_true	y_pred	correct	confidence	margin	score_0	score_1
660swy	trump to overhaul visa program for highskilled workers	data/processed/pro_fakeddit/images/660swy.jpg	1	0	False	0.8212573230266571	0.642514668405056	0.8212573230266571	0.1787426546216011
59po64	defense secretary ash carter has ordered a stop to reclaiming reenlistment bonuses	data/processed/pro_fakeddit/images/59po64.jpg	1	0	False	0.7650152742862701	0.5300305411219597	0.7650152742862701	0.23498473316431046
3gi68h	us stocks moved sharply higher and kept testing new intraday highs monday buoyed by remarks from one federal reserve official	data/processed/pro_fakeddit/images/3gi68h.jpg	1	0	False	0.7305364310741425	0.4610728770494461	0.7305364310741425	0.26946355402469635
32e5s9	unenthused tree couldnt care less	data/processed/pro_fakeddit/images/32e5s9.jpg	0	1	False	0.726532906293869	0.45306576788425446	0.27346713840961456	0.726532906293869
7v0lpf	zigg with his alien face marking	data/processed/pro_fakeddit/images/7v0lpf.jpg	0	1	False	0.7073809206485748	0.41476185619831085	0.292619064450264	0.7073809206485748
62b4c9	that time huma was asked to plan hillarys funeral	data/processed/pro_fakeddit/images/62b4c9.jpg	1	0	False	0.7056299149990082	0.41125980019569397	0.7056299149990082	0.2943701148033142
byjqo3	tree aliens	data/processed/pro_fakeddit/images/byjqo3.jpg	0	1	False	0.7029287815093994	0.40585757791996	0.2970712035894394	0.7029287815093994
77cavp	protesters arrested at nuns chapel in pipeline construction zone	data/processed/pro_fakeddit/images/77cavp.jpg	1	0	False	0.7014520466327667	0.40290409326553345	0.7014520466327667	0.2985479533672333
4pb5eq	swedish footballer sent off for farting during match	data/processed/pro_fakeddit/images/4pb5eq.jpg	1	0	False	0.7006573975086212	0.4013148099184036	0.7006573975086212	0.2993425875902176
7yas5i	this stapler that looks excited to staple	data/processed/pro_fakeddit/images/7yas5i.jpg	0	1	False	0.6976853907108307	0.39537079632282257	0.3023145943880081	0.6976853907108307
1jnj1i	laughing obama	data/processed/pro_fakeddit/images/1jnj1i.jpg	1	0	False	0.6809743344783783	0.3619486838579178	0.6809743344783783	0.3190256506204605
dinuvni	girl and guy with unusually long arms	data/processed/pro_fakeddit/images/dinuvni.jpg	0	1	False	0.6732541620731354	0.34650831669569016	0.3267458453774452	0.6732541620731354
cur2q86	gaahhhh please stop yelling at me	data/processed/pro_fakeddit/images/cur2q86.jpg	0	1	False	0.6608716249465942	0.3217432424426079	0.33912838250398636	0.6608716249465942
5l0itu	donauturm things which are alike x	data/processed/pro_fakeddit/images/5l0itu.jpg	0	1	False	0.6544021368026733	0.30880429595708847	0.34559784084558487	0.6544021368026733
1i5d59	arnold schwarzenegger grimacing	data/processed/pro_fakeddit/images/1i5d59.jpg	1	0	False	0.6421791017055511	0.2843581587076187	0.6421791017055511	0.35782094299793243
37kshv	according to science youve probably been pooping wrong your whole life	data/processed/pro_fakeddit/images/37kshv.jpg	1	0	False	0.6405161917209625	0.28103239089250565	0.6405161917209625	0.3594838008284569
dek0p8	google took their d pictures in the middle of the demolition of this multilevel parking lot leaving just the remaning piece on the maps	data/processed/pro_fakeddit/images/dek0p8.jpg	1	0	False	0.6359081268310547	0.2718162089586258	0.6359081268310547	0.3640919178724289
