id	text	image_path	y_true	y_pred	correct	confidence	margin	score_0	score_1
7yas5i	this stapler that looks excited to staple	data/processed/pro_fakeddit/images/7yas5i.jpg	0	1	False	0.8971545696258545	0.7943091411143541	0.10284542851150036	0.8971545696258545
cb8sooe	tell me about it	data/processed/pro_fakeddit/images/cb8sooe.jpg	0	1	False	0.8636767566204071	0.7273535300046206	0.13632322661578655	0.8636767566204071
cv9kwi	my fathers first trip to school	data/processed/pro_fakeddit/images/cv9kwi.jpg	0	1	False	0.8570285141468048	0.7140570804476738	0.142971433699131	0.8570285141468048
5p55u6	odd looking stool face	data/processed/pro_fakeddit/images/5p55u6.jpg	0	1	False	0.8155808448791504	0.6311617121100426	0.18441913276910782	0.8155808448791504
32e5s9	unenthused tree couldnt care less	data/processed/pro_fakeddit/images/32e5s9.jpg	0	1	False	0.79731684923172	0.5946336910128593	0.20268315821886063	0.79731684923172
c2y4n9	you can do the can can dance easy now as un deux trois everybody ooh la la do the can can	data/processed/pro_fakeddit/images/c2y4n9.jpg	0	1	False	0.7966498136520386	0.593299638479948	0.20335017517209053	0.7966498136520386
ccstq3v	other discussions	data/processed/pro_fakeddit/images/ccstq3v.jpg	0	1	False	0.7946496605873108	0.589299276471138	0.2053503841161728	0.7946496605873108
c4v1iyt	no one thought of this okay	data/processed/pro_fakeddit/images/c4v1iyt.jpg	0	1	False	0.7879595458507538	0.5759191028773785	0.21204044297337532	0.7879595458507538
cpx5835	back to the future part	data/processed/pro_fakeddit/images/cpx5835.jpg	0	1	False	0.7812804281711578	0.5625608786940575	0.21871954947710037	0.7812804281711578
c6rcu86	guess whos back	data/processed/pro_fakeddit/images/c6rcu86.jpg	0	1	False	0.7774559259414673	0.5549118928611279	0.22254403308033943	0.7774559259414673
buj9c5	backwardsforwards i dont get it myself	data/processed/pro_fakeddit/images/buj9c5.jpg	0	1	False	0.7769936621189117	0.5539873242378235	0.22300633788108826	0.7769936621189117
67qwvt	the garbage is delighted to see me	data/processed/pro_fakeddit/images/67qwvt.jpg	0	1	False	0.7755684852600098	0.5511369351297617	0.22443155013024807	0.7755684852600098
c9kvirm	might not catch on	data/processed/pro_fakeddit/images/c9kvirm.jpg	0	1	False	0.7743501365184784	0.5487002544105053	0.2256498821079731	0.7743501365184784
